peak intensity (photon),x (nm),y (nm),z (nm),PSFSigmaX (nm),PSFSigmaY (nm),Total intensity (photon),background (photon),SNR (peak to background e-),Localization precision X(nm),Localization precision Y(nm),frame
175.794403076171875,3686.142822265625000,2125.658203125000000,0.000000000000000,159.650360107421875,159.650360107421875,2422.630615234375000,214.251113891601563,7.552898406982422,9.736613273620605,9.736611366271973,1.000000000000000
129.399734497070313,5335.553710937500000,2004.169433593750000,0.000000000000000,123.434471130371094,123.434471130371094,1065.979125976562500,248.080322265625000,5.651355266571045,12.983016967773438,12.983016967773438,1.000000000000000
144.577011108398438,5022.707519531250000,2045.880737304687500,0.000000000000000,124.235221862792969,124.235221862792969,1206.510620117187500,258.127593994140625,6.113250732421875,12.486568450927734,12.486568450927734,2.000000000000000
91.077697753906250,4424.583496093750000,3447.198486328125000,0.000000000000000,90.962455749511719,90.962455749511719,407.454193115234375,207.005371093750000,4.476202011108398,17.713857650756836,17.713857650756836,3.000000000000000
152.602279663085938,4986.447753906250000,1985.348510742187500,0.000000000000000,141.539047241210938,141.539047241210938,1652.935668945312500,248.839630126953125,6.462728977203369,11.269484519958496,11.269484519958496,3.000000000000000
142.714569091796875,4764.570800781250000,2257.529541015625000,0.000000000000000,141.539047241210938,141.539047241210938,1545.835327148437500,248.839630126953125,6.119819164276123,12.332237243652344,12.332236289978027,3.000000000000000
194.745880126953125,4446.795898437500000,3520.791259765625000,0.000000000000000,144.099487304687500,144.099487304687500,2186.429687500000000,215.887680053710938,8.154686927795410,9.198170661926270,9.198170661926270,4.000000000000000
135.696640014648438,5041.130371093750000,2037.264648437500000,0.000000000000000,138.160644531250000,138.160644531250000,1400.490600585937500,217.625106811523438,6.125621795654297,12.943736076354980,12.943737030029297,4.000000000000000
130.964096069335938,5045.348144531250000,2033.185424804687500,0.000000000000000,154.984603881835938,154.984603881835938,1700.872436523437500,209.226669311523438,6.025002479553223,12.751143455505371,12.751145362854004,4.000000000000000
142.316009521484375,5663.500000000000000,2261.441162109375000,0.000000000000000,129.475204467773438,129.475204467773438,1289.939331054687500,242.547409057617188,6.155548095703125,12.528915405273438,12.528915405273438,7.000000000000000
