peak intensity (photon),x (nm),y (nm),z (nm),PSFSigmaX (nm),PSFSigmaY (nm),Total intensity (photon),background (photon),SNR (peak to background e-),Localization precision X(nm),Localization precision Y(nm),frame
114.805480957031250,3951.254394531250000,1844.235961914062500,0.000000000000000,65.204895019531250,65.204895019531250,263.915832519531250,149.511550903320313,6.394505500793457,13.154633522033691,13.154632568359375,1.000000000000000
102.193359375000000,5581.347656250000000,2807.652587890625000,0.000000000000000,118.278076171875000,118.278076171875000,772.989440917968750,119.987380981445313,6.208353042602539,11.955248832702637,11.955248832702637,1.000000000000000
333.920745849609375,4629.472167968750000,2647.705810546875000,0.000000000000000,97.536102294921875,97.536102294921875,1717.578613281250000,152.733306884765625,13.706928253173828,4.781962394714355,4.781962394714355,1.000000000000000
132.252059936523438,5351.377929687500000,2609.432373046875000,0.000000000000000,102.799850463867188,102.799850463867188,755.665893554687500,139.667434692382813,7.262551307678223,10.069502830505371,10.069502830505371,1.000000000000000
151.293838500976563,4095.583984375000000,3896.880371093750000,0.000000000000000,109.073822021484375,109.073822021484375,973.205749511718750,136.037719726562500,8.082328796386719,8.871339797973633,8.871338844299316,1.000000000000000
128.691909790039063,4449.368652343750000,3942.641357421875000,0.000000000000000,146.854446411132813,146.854446411132813,1500.609863281250000,120.081962585449219,7.388491630554199,9.657055854797363,9.657056808471680,1.000000000000000
95.285621643066406,4502.196289062500000,3853.787597656250000,0.000000000000000,110.051559448242188,110.051559448242188,623.967712402343750,110.914154052734375,6.008833885192871,12.256075859069824,12.256075859069824,2.000000000000000
259.401336669921875,4639.196289062500000,2654.153808593750000,0.000000000000000,110.548431396484375,110.548431396484375,1714.035400390625000,132.029724121093750,11.872755050659180,5.601350784301758,5.601350784301758,2.000000000000000
400.732849121093750,5572.537597656250000,2840.441894531250000,0.000000000000000,86.717140197753906,86.717140197753906,1629.322998046875000,166.704116821289063,15.233618736267090,4.235483169555664,4.235483646392822,2.000000000000000
66.892066955566406,4976.038574218750000,3713.224365234375000,0.000000000000000,104.529785156250000,104.529785156250000,395.181945800781250,112.632827758789063,4.520840644836426,17.425552368164063,17.425552368164063,2.000000000000000
219.967498779296875,4607.680175781250000,2652.338134765625000,0.000000000000000,106.843841552734375,106.843841552734375,1357.687622070312500,144.018173217773438,10.440548896789551,6.571988582611084,6.571989536285400,3.000000000000000
329.400634765625000,4373.453613281250000,2842.905761718750000,0.000000000000000,108.403755187988281,108.403755187988281,2092.933593750000000,142.806381225585938,13.726666450500488,4.741857528686523,4.741857528686523,3.000000000000000
193.165893554687500,5575.886718750000000,2811.053955078125000,0.000000000000000,100.613388061523438,100.613388061523438,1057.266235351562500,125.640975952148438,9.796558380126953,7.060817718505859,7.060817718505859,3.000000000000000
119.792472839355469,4070.009277343750000,3892.705810546875000,0.000000000000000,103.891380310058594,103.891380310058594,699.086608886718750,132.376312255859375,6.831102371215820,10.740316390991211,10.740318298339844,3.000000000000000
109.868019104003906,5582.340820312500000,2864.628417968750000,0.000000000000000,119.672706604003906,119.672706604003906,850.753723144531250,118.781372070312500,6.579504966735840,11.052667617797852,11.052667617797852,4.000000000000000
253.835281372070313,4081.872070312500000,3869.163818359375000,0.000000000000000,88.567062377929688,88.567062377929688,1076.561523437500000,153.762252807617188,11.385264396667480,5.934828758239746,5.934828758239746,4.000000000000000
109.457824707031250,6252.663085937500000,3776.467529296875000,0.000000000000000,95.823417663574219,95.823417663574219,543.416137695312500,112.949157714843750,6.646293163299561,10.887890815734863,10.887891769409180,4.000000000000000
204.208190917968750,4109.401367187500000,4175.598632812500000,0.000000000000000,96.313369750976563,96.313369750976563,1024.209228515625000,147.652648925781250,9.858131408691406,7.094973564147949,7.094973564147949,4.000000000000000
180.433486938476563,4612.470214843750000,2658.848388671875000,0.000000000000000,125.603393554687500,125.603393554687500,1539.083862304687500,134.025009155273438,9.213876724243164,7.550354480743408,7.550354480743408,4.000000000000000
112.393531799316406,5348.568359375000000,2613.268310546875000,0.000000000000000,94.652565002441406,94.652565002441406,544.438110351562500,132.390060424804688,6.505146980285645,11.408885955810547,11.408885955810547,4.000000000000000
145.809707641601563,5611.074218750000000,1415.009887695312500,0.000000000000000,137.370483398437500,137.370483398437500,1487.700927734375000,133.738861083984375,7.897047042846680,9.130814552307129,9.130812644958496,5.000000000000000
250.024917602539063,5605.968261718750000,2831.684570312500000,0.000000000000000,103.391128540039063,103.391128540039063,1445.081176757812500,136.667129516601563,11.513505935668945,5.809333801269531,5.809333801269531,5.000000000000000
154.608047485351563,4641.722656250000000,2649.038330078125000,0.000000000000000,109.757400512695313,109.757400512695313,1007.029296875000000,126.707122802734375,8.347230911254883,8.455502510070801,8.455502510070801,5.000000000000000
251.303161621093750,5587.611328125000000,2816.989013671875000,0.000000000000000,103.493995666503906,103.493995666503906,1455.360839843750000,126.749168395996094,11.703854560852051,5.668136119842529,5.668135166168213,5.000000000000000
263.353240966796875,4086.445312500000000,3879.339111328125000,0.000000000000000,94.118179321289063,94.118179321289063,1261.328125000000000,155.418685913085938,11.653512001037598,5.796882629394531,5.796882629394531,5.000000000000000
190.039978027343750,3508.566406250000000,3298.878173828125000,0.000000000000000,117.408142089843750,117.408142089843750,1416.393066406250000,127.132827758789063,9.662820816040039,7.110892772674561,7.110893726348877,5.000000000000000
101.274101257324219,4730.185546875000000,3700.048828125000000,0.000000000000000,109.788078308105469,109.788078308105469,660.010986328125000,133.899703979492188,5.980133056640625,12.313690185546875,12.313689231872559,5.000000000000000
119.824325561523438,4573.479492187500000,3792.880371093750000,0.000000000000000,154.974258422851563,154.974258422851563,1555.989013671875000,118.197677612304688,7.033044338226318,10.301557540893555,10.301556587219238,5.000000000000000
158.848312377929688,6266.651367187500000,3766.347900390625000,0.000000000000000,108.377410888671875,108.377410888671875,1008.794128417968750,119.720321655273438,8.618335723876953,8.099171638488770,8.099171638488770,5.000000000000000
128.362899780273438,5330.902343750000000,2613.939453125000000,0.000000000000000,103.493995666503906,103.493995666503906,743.382324218750000,126.749168395996094,7.277478694915771,9.977313041687012,9.977313041687012,5.000000000000000
145.662979125976563,4648.125000000000000,3719.007812500000000,0.000000000000000,129.153823852539063,129.153823852539063,1313.730102539062500,134.330673217773438,7.882827758789063,9.178326606750488,9.178326606750488,6.000000000000000
114.944038391113281,4682.352050781250000,3641.220947265625000,0.000000000000000,110.306922912597656,110.306922912597656,756.196044921875000,125.789810180664063,6.708489894866943,10.893630027770996,10.893630027770996,6.000000000000000
247.059005737304688,6271.526855468750000,3767.440429687500000,0.000000000000000,107.018920898437500,107.018920898437500,1529.904052734375000,134.212951660156250,11.457508087158203,5.889952182769775,5.889952182769775,6.000000000000000
284.001770019531250,4099.387207031250000,4167.380371093750000,0.000000000000000,113.223434448242188,113.223434448242188,1968.503051757812500,139.741363525390625,12.493284225463867,5.307788372039795,5.307788372039795,6.000000000000000
120.809524536132813,3948.096191406250000,1864.277465820312500,0.000000000000000,129.376510620117188,129.376510620117188,1093.337890625000000,110.043251037597656,7.200133323669434,9.998597145080566,9.998597145080566,6.000000000000000
224.772323608398438,5587.433593750000000,2829.822265625000000,0.000000000000000,112.597122192382813,112.597122192382813,1540.777099609375000,141.817581176757813,10.630641937255859,6.424210071563721,6.424209594726563,6.000000000000000
210.060531616210938,4630.399902343750000,2672.879394531250000,0.000000000000000,80.886955261230469,80.886955261230469,743.094177246093750,150.856262207031250,10.012621879577637,6.957973003387451,6.957973003387451,6.000000000000000
255.494476318359375,5344.067871093750000,2709.442138671875000,0.000000000000000,124.746940612792969,124.746940612792969,2149.729003906250000,133.435424804687500,11.731479644775391,5.727951526641846,5.727952003479004,6.000000000000000
131.389160156250000,4426.952148437500000,3867.769287109375000,0.000000000000000,129.153823852539063,129.153823852539063,1184.994873046875000,134.330673217773438,7.298850536346436,9.962547302246094,9.962547302246094,6.000000000000000
